text,link,state,contributors,text_cleaned
👀 PR #7 Stripe - Endpoints for the Issuing section (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/7,needs review,supuntennakoon, Stripe - Endpoints for the Issuing section
👀 PR #6 Stripe - Endpoints for the Fraud section (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/6,needs review,supuntennakoon, Stripe - Endpoints for the Fraud section
👀 PR #4 Stripe - Endpoints for the Billing (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/4,needs review,supuntennakoon, Stripe - Endpoints for the Billing
"👀 PR #10 Stripe - Endpoints for the Sigma, Reporting, webhooks sections (supuntennakoon)",https://github.com/EQWorks/connector-stripe/pull/10,needs review,supuntennakoon," Stripe - Endpoints for the Sigma, Reporting, webhooks sections"
👀 PR #5 Stripe - Endpoints for the Connect (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/5,needs review,supuntennakoon, Stripe - Endpoints for the Connect
👀 PR #25 Devops - update image for singleuser to v0.8.0 (maluhoss),https://github.com/EQWorks/JupyterHub/pull/25,needs review,maluhoss, Devops - update image for singleuser to v0.8.0
✔️ PR #53 Athena/BeaconConv - Fix - SQL dict to json (kevlabs),https://github.com/EQWorks/camp-history-writer/pull/53,done,kevlabs, Athena/BeaconConv - Fix - SQL dict to json
✔️ PR #37 updated div_distance to increase divergency tolerance (dshparyk),https://github.com/EQWorks/path_builder/pull/37,done,dshparyk, updated div_distance to increase divergency tolerance
✔️ PR #23 journal - setup Notion dev-journal automation workflow (hyx131),https://github.com/EQWorks/avail-bot/pull/23,done,hyx131, journal - setup Notion dev-journal automation workflow
👀 PR #1 Revised deployment (odesiuz),https://github.com/EQWorks/airflow-eks/pull/1,needs review,odesiuz, Revised deployment
👀 PR #2 Cohort matrix creation (safayet08),https://github.com/EQWorks/cohort_analysis2/pull/2,needs review,safayet08, Cohort matrix creation
👀 PR #4 losses visualization (woozyking),https://github.com/EQWorks/nn-viz/pull/4,needs review,woozyking, losses visualization
⚠️ PR #3 ip hh dev (steven-mindswire),https://github.com/EQWorks/hhv2_prod/pull/3,wip,steven-mindswire, ip hh dev
✔️ PR #1 aws lambda - add AWS SAM based template deployment (eq-ianecc),https://github.com/EQWorks/tegola/pull/1,done,eq-ianecc, aws lambda - add AWS SAM based template deployment
✔️ PR #3 extract data of place of worship from osm (wwwmonsterlam),https://github.com/EQWorks/osm_ingest/pull/3,done,wwwmonsterlam, extract data of place of worship from osm
