text,link,state,contributors,text_cleaned
"✔️ PR #5 Added endpoints for Sales channel, MarketingEvent sections (supuntennakoon)",https://github.com/EQWorks/connector-shopify/pull/5,done,supuntennakoon," Added endpoints for Sales channel, MarketingEvent sections"
✔️ PR #4 Shopify - Endpoints for the Events Section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/4,done,supuntennakoon, Shopify - Endpoints for the Events Section
✔️ PR #3 Shopify - Endpoints for the Inventory Section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/3,done,supuntennakoon, Shopify - Endpoints for the Inventory Section
✔️ PR #2 Shopify - Endpoints for the Orders section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/2,done,supuntennakoon, Shopify - Endpoints for the Orders section
✔️ PR #1 Shopify - Endpoints for the Products section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/1,done,supuntennakoon, Shopify - Endpoints for the Products section
"👀 PR #10 Shopify - Endpoints for TenderTransaction, Metafield, Plus sections (supuntennakoon)",https://github.com/EQWorks/connector-shopify/pull/10,needs review,supuntennakoon," Shopify - Endpoints for TenderTransaction, Metafield, Plus sections"
✔️ PR #8 Shopify - Endpoints for shopify payments (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/8,done,supuntennakoon, Shopify - Endpoints for shopify payments
👀 PR #7 Shopify - Endpoints for Store Properties (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/7,needs review,supuntennakoon, Shopify - Endpoints for Store Properties
👀 PR #6 Shopify - Endpoints for Shipping and fulfillment Section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/6,needs review,supuntennakoon, Shopify - Endpoints for Shipping and fulfillment Section
👀 PR #27 Commit watch integration and mention in git conventions (woozyking),https://github.com/EQWorks/common/pull/27,needs review,woozyking, Commit watch integration and mention in git conventions
✔️ PR #22 devops - integrate commit-watch for PRs (woozyking),https://github.com/EQWorks/python-curriculum/pull/22,done,woozyking, devops - integrate commit-watch for s
"✔️ PR #42 version 3.4, revise commit-watch job (woozyking)",https://github.com/EQWorks/release/pull/42,done,woozyking," version 3.4, revise commit-watch job"
"✔️ PR #40 devops - dev env to node 14, add commit-watch in master CI workflow (woozyking)",https://github.com/EQWorks/release/pull/40,done,woozyking," devops - dev env to node 14, add commit-watch in master CI workflow"
✔️ PR #37 nlp/label - 2021-Mar batch (woozyking),https://github.com/EQWorks/release/pull/37,done,woozyking, nlp/label - 2021-Mar batch
✔️ PR #3 Auto main|master branch detection (woozyking),https://github.com/EQWorks/commit-watch/pull/3,done,woozyking, Auto main|master branch detection
✔️ PR #36 Journey speed (dshparyk),https://github.com/EQWorks/path_builder/pull/36,done,dshparyk, Journey speed
✔️ PR #656 devops - add commit-watch to master CI workflow (woozyking),https://github.com/EQWorks/overseer/pull/656,done,woozyking, devops - add commit-watch to master CI workflow
👀 PR #1 Revised deployment (odesiuz),https://github.com/EQWorks/airflow-eks/pull/1,needs review,odesiuz, Revised deployment
👀 PR #2 Cohort matrix creation (safayet08),https://github.com/EQWorks/cohort_analysis2/pull/2,needs review,safayet08, Cohort matrix creation
👀 PR #1 idfa tracking - prototype (christam96),https://github.com/EQWorks/cohort_analysis2/pull/1,needs review,christam96, idfa tracking - prototype
⚠️ PR #3 ip hh dev (steven-mindswire),https://github.com/EQWorks/hhv2_prod/pull/3,wip,steven-mindswire, ip hh dev
