text,link,state,contributors,text_cleaned
✔️ PR #16 update airflow dag deployment (wwwmonsterlam),https://github.com/EQWorks/data-hub/pull/16,done,wwwmonsterlam, update airflow dag deployment
👀 PR #25 Devops - update image for singleuser to v0.8.0 (maluhoss),https://github.com/EQWorks/JupyterHub/pull/25,needs review,maluhoss, Devops - update image for singleuser to v0.8.0
✔️ PR #84 Devops - fix path to demo-notebooks tests (waynezhu6),https://github.com/EQWorks/locussdk/pull/84,done,waynezhu6, Devops - fix path to demo-notebooks tests
✔️ PR #83 Devops - fix path to demo-notebooks tests (waynezhu6),https://github.com/EQWorks/locussdk/pull/83,done,waynezhu6, Devops - fix path to demo-notebooks tests
"✔️ PR #82 Add ipyleaflet, timezonefinder, modin and ray + add commit-watch (maluhoss)",https://github.com/EQWorks/locussdk/pull/82,done,maluhoss," Add ipyleaflet, timezonefinder, modin and ray + add commit-watch"
✔️ PR #80 Devops - add automated testing for demo notebooks on release (waynezhu6),https://github.com/EQWorks/locussdk/pull/80,done,waynezhu6, Devops - add automated testing for demo notebooks on release
✔️ PR #534 Serverless/Env - Expose STAGE var (kevlabs),https://github.com/EQWorks/firstorder/pull/534,done,kevlabs, Serverless/Env - Expose STAGE var
✔️ PR #533 QL/Executions - Add API triggered cancellation (kevlabs),https://github.com/EQWorks/firstorder/pull/533,done,kevlabs, QL/Executions - Add API triggered cancellation
✔️ PR #532 Devops - commit watch integration (woozyking),https://github.com/EQWorks/firstorder/pull/532,done,woozyking, Devops - commit watch integration
"✔️ PR #957 devops - add commit-watch to master CI workflow, node 14 as dev runtime (woozyking)",https://github.com/EQWorks/snoke/pull/957,done,woozyking," devops - add commit-watch to master CI workflow, node 14 as dev runtime"
✔️ PR #919 design - change illustrations in home and notebook (YizhiCatherineZhang),https://github.com/EQWorks/snoke/pull/919,done,YizhiCatherineZhang, design - change illustrations in home and notebook
✔️ PR #3 Execution - Add support for cancellation (kevlabs),https://github.com/EQWorks/ml-airflow/pull/3,done,kevlabs, Execution - Add support for cancellation
✔️ PR #12 Bugfix/exception detection (wwwmonsterlam),https://github.com/EQWorks/connector-shopify/pull/12,done,wwwmonsterlam, Bugfix/exception detection
👀 PR #11 Shopify - Endpoints for Online Store section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/11,needs review,supuntennakoon, Shopify - Endpoints for Online Store section
"✔️ PR #5 Added endpoints for Sales channel, MarketingEvent sections (supuntennakoon)",https://github.com/EQWorks/connector-shopify/pull/5,done,supuntennakoon," Added endpoints for Sales channel, MarketingEvent sections"
✔️ PR #4 Shopify - Endpoints for the Events Section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/4,done,supuntennakoon, Shopify - Endpoints for the Events Section
✔️ PR #3 Shopify - Endpoints for the Inventory Section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/3,done,supuntennakoon, Shopify - Endpoints for the Inventory Section
✔️ PR #2 Shopify - Endpoints for the Orders section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/2,done,supuntennakoon, Shopify - Endpoints for the Orders section
✔️ PR #1 Shopify - Endpoints for the Products section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/1,done,supuntennakoon, Shopify - Endpoints for the Products section
"✔️ PR #10 Shopify - Endpoints for TenderTransaction, Metafield, Plus sections (supuntennakoon)",https://github.com/EQWorks/connector-shopify/pull/10,done,supuntennakoon," Shopify - Endpoints for TenderTransaction, Metafield, Plus sections"
✔️ PR #9 Shopify - Endpoints for Discounts section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/9,done,supuntennakoon, Shopify - Endpoints for Discounts section
✔️ PR #8 Shopify - Endpoints for shopify payments (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/8,done,supuntennakoon, Shopify - Endpoints for shopify payments
✔️ PR #7 Shopify - Endpoints for Store Properties (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/7,done,supuntennakoon, Shopify - Endpoints for Store Properties
👀 PR #6 Shopify - Endpoints for Shipping and fulfillment Section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/6,needs review,supuntennakoon, Shopify - Endpoints for Shipping and fulfillment Section
✔️ PR #1 aws lambda - add AWS SAM based template deployment (eq-ianecc),https://github.com/EQWorks/tegola/pull/1,done,eq-ianecc, aws lambda - add AWS SAM based template deployment
