✔️ PR #1802 Add mapbox-gl-draw.css stylesheet (geoerika),https://github.com/EQWorks/overlord/pull/1802,done,geoerika, Add mapbox-gl-draw.css stylesheet
✔️ PR #1801 Upgrade @eqworks/poi-manage to v0.4.1 (geoerika),https://github.com/EQWorks/overlord/pull/1801,done,geoerika, Upgrade @eqworks/poi-manage to v0.4.1
👀 PR #1796 Integrate new poi-manage; replace semantic-ui comps with material-ui comps (geoerika),https://github.com/EQWorks/overlord/pull/1796,needs review,geoerika, Integrate new poi-manage; replace semantic-ui comps with material-ui comps
✔️ PR #49 Fix/Vast - Fix banner code (kevlabs),https://github.com/EQWorks/camp-history-writer/pull/49,done,kevlabs, Fix/Vast - Fix banner code
text,link,state,contributors,text_cleaned
👀 PR #1 Hubspot - Endpoints for the CRM (supuntennakoon),https://github.com/EQWorks/connector-hubspot/pull/1,needs review,supuntennakoon, Hubspot - Endpoints for the CRM
👀 PR #12 Bugfix/exception detection (wwwmonsterlam),https://github.com/EQWorks/connector-shopify/pull/12,needs review,wwwmonsterlam, Bugfix/exception detection
👀 PR #2 Shopify - Endpoints for the Orders section (supuntennakoon),https://github.com/EQWorks/connector-shopify/pull/2,needs review,supuntennakoon, Shopify - Endpoints for the Orders section
✔️ PR #956 ql - upgrade package with v1.1.0 release (hyx131),https://github.com/EQWorks/snoke/pull/956,done,hyx131, ql - upgrade package with v1.1.0 release
✔️ PR #81 Dataset - get Marketplace layers (maluhoss),https://github.com/EQWorks/locussdk/pull/81,done,maluhoss, Dataset - get Marketplace layers
👀 PR #80 Devops - add automated testing for demo notebooks on release (waynezhu6),https://github.com/EQWorks/locussdk/pull/80,needs review,waynezhu6, Devops - add automated testing for demo notebooks on release
✔️ PR #47 Get Marketplace Layers (maluhoss),https://github.com/EQWorks/EnrichData/pull/47,done,maluhoss, Get Marketplace Layers
✔️ PR #131 package - change version to 0.4.2 (geoerika),https://github.com/EQWorks/chart-system/pull/131,done,geoerika, package - change version to 0.4.2
✔️ PR #130 Tooltip - set notitle as string; add PropTypes.number to label prop (geoerika),https://github.com/EQWorks/chart-system/pull/130,done,geoerika, Tooltip - set notitle as string; add PropTypes.number to label prop
✔️ PR #21 11 - work with SQL(ite) (woozyking),https://github.com/EQWorks/python-curriculum/pull/21,done,woozyking, 11 - work with SQL(ite)
👀 PR #74 trips map (eq-ianecc),https://github.com/EQWorks/react-maps/pull/74,needs review,eq-ianecc, trips map
"✔️ PR #73 GeoCohortMp - add reportFSAData,  reportGeoCohortData and code logic; zoom to state; fix zooming back to highlightObj (geoerika)",https://github.com/EQWorks/react-maps/pull/73,done,geoerika," GeoCohortMp - add reportFSAData, reportGeoCohortData and code logic; zoom to state; fix zooming back to highlightObj"
👀 PR #94 Categories/re layout (hyx131),https://github.com/EQWorks/ml-ui/pull/94,needs review,hyx131, Categories/re layout
👀 PR #58 login - send OTP email to registered users only (waynezhu6),https://github.com/EQWorks/keywarden/pull/58,needs review,waynezhu6, login - send OTP email to registered users only
✔️ PR #57 devops - CI revisions (woozyking),https://github.com/EQWorks/keywarden/pull/57,done,woozyking, devops - CI revisions
✔️ PR #1825 GeoCohort - hide geocohorts for external users (geoerika),https://github.com/EQWorks/overlord/pull/1825,done,geoerika, GeoCohort - hide geocohorts for external users
👀 PR #1808 geo cohort/reports (DoParkEQ),https://github.com/EQWorks/overlord/pull/1808,needs review,DoParkEQ, geo cohort/reports
"✔️ PR #2 add color and prefix to verbose msgs, proper CLI option descriptions, add various CI workflows, prepare for init v0.1.0 release (woozyking)",https://github.com/EQWorks/commit-watch/pull/2,done,woozyking," add color and prefix to verbose msgs, proper CLI option descriptions, add various CI workflows, prepare for init v0.1.0 release"
✔️ PR #1 commit-watch - for commit msg gatekeeping w/ @eqworks/release convention (woozyking),https://github.com/EQWorks/commit-watch/pull/1,done,woozyking, commit-watch - for commit msg gatekeeping w/ @eqworks/release convention
👀 PR #4 losses visualization (woozyking),https://github.com/EQWorks/nn-viz/pull/4,needs review,woozyking, losses visualization
✔️ PR #1 port - tensorflow playground simulation logic/controls (woozyking)Issue #2 NN Model simulation and controls in React,https://github.com/EQWorks/nn-viz/pull/1,done,woozyking, port - tensorflow playground simulation logic/controls (woozyking)Issue NN Model simulation and controls in
text,link,state,contributors,text_cleaned
👀 PR #1 port - tensorflow playground simulation logic/controls (woozyking)Issue #2 Expose EDA for un-purchased datasets/enrichments,https://github.com/EQWorks/nn-viz/pull/1,needs review,woozyking, port - tensorflow playground simulation logic/controls (woozyking)Issue Expose EDA for un-purchased
✔️ PR #128 Tooltip disable title prop; add box-shadow and fix padding in tooltip (geoerika)Issue #127 Nivo - disable legend does not disable one on its tooltip,https://github.com/EQWorks/chart-system/pull/128,done,geoerika, Tooltip disable title prop; add box-shadow and fix padding in tooltip (geoerika)Issue Nivo - disable legend does not disable one on its
⚠️ PR #126 VISX/Plotly/D3 exp (DoParkEQ),https://github.com/EQWorks/chart-system/pull/126,wip,DoParkEQ, VISX/Plotly/D3 exp
👀 PR #2 projects - add Geo Cohort project/team (woozyking),https://github.com/EQWorks/kb/pull/2,needs review,woozyking, projects - add Geo Cohort project/team
✔️ PR #1 Ongoing projects (woozyking),https://github.com/EQWorks/kb/pull/1,done,woozyking, Ongoing projects
✔️ PR #55 sql - update schema on prefix column to NOT NULL (woozyking),https://github.com/EQWorks/keywarden/pull/55,done,woozyking, sql - update schema on prefix column to NOT NULL
👀 PR #21 Incorporate lumen-ui theme (kc-leung),https://github.com/EQWorks/lumen-table/pull/21,needs review,kc-leung, Incorporate lumen-ui theme
"✔️ PR #18 others/git - intro to git, commits, branches (woozyking)",https://github.com/EQWorks/python-curriculum/pull/18,done,woozyking," others/git - intro to git, commits, branches"
✔️ PR #15 package - change to v1.1.1 (kc-leung),https://github.com/EQWorks/lumen-ui/pull/15,done,kc-leung, package - change to v1.1.1
✔️ PR #14 Checkbox & Button fix (kc-leung),https://github.com/EQWorks/lumen-ui/pull/14,done,kc-leung, Checkbox & Button fix
✔️ PR #72 Fix colour for layer when we have both fill and other data displayed for 0 max value; add line colour to Legend symbol; adjust QLReportMap to all latest changes (geoerika),https://github.com/EQWorks/react-maps/pull/72,done,geoerika, Fix colour for layer when we have both fill and other data displayed for 0 max value; add line colour to Legend symbol; adjust QLReportMap to all latest changes
"✔️ PR #71 Legend scale fix for zero max; rename MLReportMap as QLReportMap; tooltip styling; restyle Legend to horizontal layout; add formatting props for legend and tooltip title, attribute keys and values; add custom opacity for Gradient; adjust GeoCohortMap to all these changes (geoerika)",https://github.com/EQWorks/react-maps/pull/71,done,geoerika," Legend scale fix for zero max; rename MLReportMap as QLReportMap; tooltip styling; restyle Legend to horizontal layout; add formatting props for legend and tooltip title, attribute keys and values; add custom opacity for Gradient; adjust GeoCohortMap to all these changes"
👀 PR #90 Nav/execution (hyx131),https://github.com/EQWorks/ml-ui/pull/90,needs review,hyx131, Nav/execution
✔️ PR #89 [G2M ] States/ezpz (hyx131),https://github.com/EQWorks/ml-ui/pull/89,done,hyx131, States/ezpz
✔️ PR #2 Add work sample solution 1-3 (woozyking),https://github.com/EQWorks/data-analyst-training/pull/2,done,woozyking, Add work sample solution 1-3
✔️ PR #652 perf - geo cohort filtered query (eq-ianecc),https://github.com/EQWorks/overseer/pull/652,done,eq-ianecc, perf - geo cohort filtered query
✔️ PR #651 Customer/GeoCohort - Add cohort size attributes (kevlabs),https://github.com/EQWorks/overseer/pull/651,done,kevlabs, Customer/GeoCohort - Add cohort size attributes
✔️ PR #650 insights - geo cohort - add list name (eq-ianecc),https://github.com/EQWorks/overseer/pull/650,done,eq-ianecc, insights - geo cohort - add list name
✔️ PR #649 WL - endpoint to create white label (woozyking),https://github.com/EQWorks/overseer/pull/649,done,woozyking, WL - endpoint to create white label
✔️ PR #1820 Temp geom fix (geoerika),https://github.com/EQWorks/overlord/pull/1820,done,geoerika, Temp geom fix
✔️ PR #1819 deps - update yarn.lock to fix parcel build (possibly about babel) (woozyking),https://github.com/EQWorks/overlord/pull/1819,done,woozyking, deps - update yarn.lock to fix parcel build (possibly about babel)
✔️ PR #1817 manage - fix geo cohort style (eq-ianecc),https://github.com/EQWorks/overlord/pull/1817,done,eq-ianecc, manage - fix geo cohort style
✔️ PR #1814 Campaign/GeoCohort - Manage cohort size (kevlabs),https://github.com/EQWorks/overlord/pull/1814,done,kevlabs, Campaign/GeoCohort - Manage cohort size
👀 PR #1813 whitelabels - add new white label creation feature (woozyking),https://github.com/EQWorks/overlord/pull/1813,needs review,woozyking, whitelabels - add new white label creation feature
👀 PR #1808 geo cohort/reports (DoParkEQ),https://github.com/EQWorks/overlord/pull/1808,needs review,DoParkEQ, geo cohort/reports
✔️ PR #1812 GeoCohortMap (geoerika),https://github.com/EQWorks/overlord/pull/1812,done,geoerika, GeoCohortMap
✔️ PR #1810 OLD GeoCohort Map (geoerika),https://github.com/EQWorks/overlord/pull/1810,done,geoerika, OLD GeoCohort Map
✔️ PR #848 geo cohort pacing (eq-ianecc),https://github.com/EQWorks/flash/pull/848,done,eq-ianecc, geo cohort pacing
✔️ PR #527 QL/Logs - Allow access to global cohorts (kevlabs),https://github.com/EQWorks/firstorder/pull/527,done,kevlabs, QL/Logs - Allow access to global cohorts
✔️ PR #24 Devops - update notebook image to v0.7.11 (maluhoss),https://github.com/EQWorks/JupyterHub/pull/24,done,maluhoss, Devops - update notebook image to v0.7.11
✔️ PR #23 single user server - fix poststart hook due to invalid token (maluhoss),https://github.com/EQWorks/JupyterHub/pull/23,done,maluhoss, single user server - fix poststart hook due to invalid token
👀 PR #80 Devops - add automated testing for demo notebooks on release (waynezhu6),https://github.com/EQWorks/locussdk/pull/80,needs review,waynezhu6, Devops - add automated testing for demo notebooks on release
✔️ PR #78 get_audience,https://github.com/EQWorks/locussdk/pull/78,done,,
✔️ PR #79 Geocode - fix missing postalcodes due to API (maluhoss),https://github.com/EQWorks/locussdk/pull/79,done,maluhoss, Geocode - fix missing postalcodes due to API
✔️ PR #1 recipe - search available POI lists by name (woozyking),https://github.com/EQWorks/locussdk-collab/pull/1,done,woozyking, recipe - search available POI lists by name
✔️ PR #46 connection-hub - datetime serialization bugfix (newest) (waynezhu6),https://github.com/EQWorks/EnrichData/pull/46,done,waynezhu6, connection-hub - datetime serialization bugfix (newest)
✔️ PR #45 connectionHub - datetime serialization bugfix (waynezhu6),https://github.com/EQWorks/EnrichData/pull/45,done,waynezhu6, connectionHub - datetime serialization bugfix
"✔️ PR #44 Revert ""[G2M] connectionHub - datetime serialization bugfix"" (waynezhu6)",https://github.com/EQWorks/EnrichData/pull/44,done,waynezhu6," Revert "" connectionHub - datetime serialization bugfix"""
✔️ PR #42 connectionHub - datetime serialization bugfix (waynezhu6),https://github.com/EQWorks/EnrichData/pull/42,done,waynezhu6, connectionHub - datetime serialization bugfix
✔️ PR #43 Get_polygon - include centroid to use in geocode locussdk method (maluhoss),https://github.com/EQWorks/EnrichData/pull/43,done,maluhoss, Get_polygon - include centroid to use in geocode locussdk method
✔️ PR #950 hub/google - associate to new service account (woozyking),https://github.com/EQWorks/snoke/pull/950,done,woozyking, hub/google - associate to new service account
⚠️ PR #947 builder - geo_cohort step support for AOI enabled jobs (woozyking),https://github.com/EQWorks/snoke/pull/947,wip,woozyking, builder - geo_cohort step support for AOI enabled jobs
text,link,state,contributors,text_cleaned
✔️ #45 Columns/reorder (hyx131),https://github.com/EQWorks/ml-ui/pull/45,done,hyx131,Columns/reorder
⚠️ #44 re-layout (tlowande)#42 update layout,https://github.com/EQWorks/ml-ui/pull/44,wip,tlowande,re-layout (tlowande)#42 update
✔️ #36 views - fix viewIndex error on view-columns update using searched res… (hyx131),https://github.com/EQWorks/ml-ui/pull/36,done,hyx131,views - fix viewIndex error on view-columns update using searched res…
⚠️ #5 02 - control flow (woozyking),https://github.com/EQWorks/python-curriculum/pull/5,wip,woozyking,02 - control flow
"✔️ #4 01 - dissect 2/2, revise problem 03 (woozyking)",https://github.com/EQWorks/python-curriculum/pull/4,done,woozyking,"01 - dissect 2/2, revise problem 03"
✔️ #1 part 00 background (woozyking),https://github.com/EQWorks/python-curriculum/pull/1,done,woozyking,part 00 background
✔️ #4 Writer - Process all inserts in single transaction (kevlabs),https://github.com/EQWorks/ml-fusion-writer/pull/4,done,kevlabs,Writer - Process all inserts in single transaction
✔️ #3 Added Slack logger + Split cache cleanup into scheduled lambda (kevlabs),https://github.com/EQWorks/ml-fusion-writer/pull/3,done,kevlabs,Added Slack logger + Split cache cleanup into scheduled lambda
✔️ #4 Wordwrap (tlowande),https://github.com/EQWorks/lumen-table/pull/4,done,tlowande,Wordwrap
✔️ #42 POIMap - adjust to resizable map container; adjust styling; lint (geoerika),https://github.com/EQWorks/react-maps/pull/42,done,geoerika,POIMap - adjust to resizable map container; adjust styling; lint
⚠️ #41 ColumnPOI - adjust POIManage to latest version of POIMap component (geoerika),https://github.com/EQWorks/poi-manage/pull/41,wip,geoerika,ColumnPOI - adjust POIManage to latest version of POIMap component
✔️ #40 Reset/exit buttons (geoerika),https://github.com/EQWorks/poi-manage/pull/40,done,geoerika,Reset/exit buttons
👀 #479 Add lambda authorizer + fix ML customer filter (kevlabs),https://github.com/EQWorks/firstorder/pull/479,needs review,kevlabs,Add lambda authorizer + fix ML customer filter
✔️ #478 DevOps/Fix - Abstract portunus token (kevlabs),https://github.com/EQWorks/firstorder/pull/478,done,kevlabs,DevOps/Fix - Abstract portunus token
✔️ #477 DevOps/Stages - Introduce stage stable (kevlabs),https://github.com/EQWorks/firstorder/pull/477,done,kevlabs,DevOps/Stages - Introduce stage stable
✔️ #476 ML/Logs - Add all atom insights + more fast views (kevlabs),https://github.com/EQWorks/firstorder/pull/476,done,kevlabs,ML/Logs - Add all atom insights + more fast views
👀 #908 - new marketplace update (DoParkEQ),https://github.com/EQWorks/snoke/pull/908,needs review,DoParkEQ,- new marketplace update
👀 #907 Add Map back under Analytics in nav (YizhiCatherineZhang),https://github.com/EQWorks/snoke/pull/907,needs review,YizhiCatherineZhang,Add Map back under Analytics in nav
✔️ #14 devops -  update notebook image (bsandi1220),https://github.com/EQWorks/JupyterHub/pull/14,done,bsandi1220,devops - update notebook image
✔️ #13 devops -  update notebook image (bsandi1220),https://github.com/EQWorks/JupyterHub/pull/13,done,bsandi1220,devops - update notebook image
✔️ #41 enrich - add support for direct mapping and presigned s3 (bsandi1220),https://github.com/EQWorks/locussdk/pull/41,done,bsandi1220,enrich - add support for direct mapping and presigned s3
✔️ #16 Demographic/add direct mapping (bsandi1220),https://github.com/EQWorks/EnrichData/pull/16,done,bsandi1220,Demographic/add direct mapping
👀 #7 User scope (dilanSuraj),https://github.com/EQWorks/connector-google-analytics/pull/7,needs review,dilanSuraj,User scope
✔️ #4 demo - update with aoi and demo (bsandi1220),https://github.com/EQWorks/notebook-files/pull/4,done,bsandi1220,demo - update with aoi and demo
👀 #7 Distinguish issues from PRs and better daily updated commit links (woozyking),https://github.com/EQWorks/updates/pull/7,needs review,woozyking,Distinguish issues from s and better daily updated commit links
✔️ #6 daily - fix uncertain properties from issues and PRs distinctions (woozyking),https://github.com/EQWorks/updates/pull/6,done,woozyking,daily - fix uncertain properties from issues and s distinctions
✔️ #5 Digest/group by team (woozyking),https://github.com/EQWorks/updates/pull/5,done,woozyking,Digest/group by team
✔️ #4 Daily updates (woozyking),https://github.com/EQWorks/updates/pull/4,done,woozyking,Daily updates
👀 #58 /demo command (tlowande),https://github.com/EQWorks/legion/pull/58,needs review,tlowande,/demo command
✔️ #57 Release - show prompt in channel when release command completed (maluhoss),https://github.com/EQWorks/legion/pull/57,done,maluhoss,Release - show prompt in channel when release command completed
👀 #56 Diff/calendar (tlowande),https://github.com/EQWorks/legion/pull/56,needs review,tlowande,Diff/calendar
"✔️ #55 diff - better control, info, and highlights (woozyking)",https://github.com/EQWorks/legion/pull/55,done,woozyking,"diff - better control, info, and highlights"
✔️ #30 tag - fix directory access to json (tlowande),https://github.com/EQWorks/release/pull/30,done,tlowande,tag - fix directory access to json
👀 #843 agent - fix no expire daily nobids counters (eq-ianecc),https://github.com/EQWorks/flash/pull/843,needs review,eq-ianecc,agent - fix no expire daily nobids counters
✔️ #1 add header support for auth (2qU24Tlb),https://github.com/EQWorks/dgraph-js-http/pull/1,done,2qU24Tlb,add header support for auth
text,link,state,contributors,text_cleaned
👀 PR #2 Stripe - Endpoints for the core resources (supuntennakoon),https://github.com/EQWorks/connector-stripe/pull/2,needs review,supuntennakoon, Stripe - Endpoints for the core resources
✔️ PR #1 lint fix (wwwmonsterlam),https://github.com/EQWorks/connector-stripe/pull/1,done,wwwmonsterlam, lint fix
👀 PR #76 cli - add locus get command for LOCUS API requests (woozyking),https://github.com/EQWorks/locussdk/pull/76,needs review,woozyking, cli - add locus get command for LOCUS API requests
✔️ PR #69 Dataset - modify ML routes in getting list of datasets (maluhoss),https://github.com/EQWorks/locussdk/pull/69,done,maluhoss, Dataset - modify ML routes in getting list of datasets
✔️ PR #75 Improve getting report based on report length (maluhoss),https://github.com/EQWorks/locussdk/pull/75,done,maluhoss, Improve getting report based on report length
"✔️ PR #74 devops - deps, README, and top-level export revisions (woozyking)",https://github.com/EQWorks/locussdk/pull/74,done,woozyking," devops - deps, README, and top-level export revisions"
✔️ PR #73 dataset/extra - get time zone geometries (woozyking),https://github.com/EQWorks/locussdk/pull/73,done,woozyking, dataset/extra - get time zone geometries
✔️ PR #70 Use export endpoints when getting LOCUS reports (maluhoss),https://github.com/EQWorks/locussdk/pull/70,done,maluhoss, Use export endpoints when getting LOCUS reports
✔️ PR #39 report - improve performance (bsandi1220),https://github.com/EQWorks/EnrichData/pull/39,done,bsandi1220, report - improve performance
✔️ PR #36 Quick Query util (maluhoss),https://github.com/EQWorks/EnrichData/pull/36,done,maluhoss, Quick Query util
✔️ PR #38 Report - create new handler to get LOCUS report directly (maluhoss),https://github.com/EQWorks/EnrichData/pull/38,done,maluhoss, Report - create new handler to get LOCUS report directly
⚠️ PR #17 09 - set operations (bsandi1220),https://github.com/EQWorks/python-curriculum/pull/17,wip,bsandi1220, 09 - set operations
✔️ PR #17 daily and weekly/long-range format re-organization (woozyking),https://github.com/EQWorks/updates/pull/17,done,woozyking, daily and weekly/long-range format re-organization
✔️ PR #20 journal - de-duplicate overlapping tasks between vacay & prev-day tas… (hyx131),https://github.com/EQWorks/avail-bot/pull/20,done,hyx131, journal - de-duplicate overlapping tasks between vacay & prev-day tas…
✔️ PR #646 devops - remove incorrect counter docker service dependency for overseer (woozyking),https://github.com/EQWorks/overseer/pull/646,done,woozyking, devops - remove incorrect counter docker service dependency for overseer
✔️ PR #642 docs - add tunnel instruction for docker local dev option (woozyking),https://github.com/EQWorks/overseer/pull/642,done,woozyking, docs - add tunnel instruction for docker local dev option
✔️ PR #641 devops - add containerization with docker-compose (woozyking),https://github.com/EQWorks/overseer/pull/641,done,woozyking, devops - add containerization with docker-compose
✔️ PR #645 geo cohort details (eq-ianecc),https://github.com/EQWorks/overseer/pull/645,done,eq-ianecc, geo cohort details
✔️ PR #644 geo cohort lists (eq-ianecc),https://github.com/EQWorks/overseer/pull/644,done,eq-ianecc, geo cohort lists
✔️ PR #643 Insights/GeoCohort - Add new geocohort type (kevlabs),https://github.com/EQWorks/overseer/pull/643,done,kevlabs, Insights/GeoCohort - Add new geocohort type
👀 PR #34 New bounding box logic (tris-olson),https://github.com/EQWorks/path_builder/pull/34,needs review,tris-olson, New bounding box logic
✔️ PR #8 schema - update schema for empty audiences (bsandi1220),https://github.com/EQWorks/POIClustering/pull/8,done,bsandi1220, schema - update schema for empty audiences
text,link,state,contributors,text_cleaned
✔️ PR #11 04 - intro on data aggregation and visualization (woozyking),https://github.com/EQWorks/python-curriculum/pull/11,done,woozyking, 04 - intro on data aggregation and visualization
⚠️ PR #126 VISX/Plotly exp (DoParkEQ),https://github.com/EQWorks/chart-system/pull/126,wip,DoParkEQ, VISX/Plotly exp
👀 PR #59 Access ATOM impressions logs (maluhoss),https://github.com/EQWorks/locussdk/pull/59,needs review,maluhoss, Access ATOM impressions logs
✔️ PR #58 geocode - append geocode result to original data (bsandi1220),https://github.com/EQWorks/locussdk/pull/58,done,bsandi1220, geocode - append geocode result to original data
✔️ PR #6 demo files - update to pandas df native compatibility (bsandi1220),https://github.com/EQWorks/notebook-files/pull/6,done,bsandi1220, demo files - update to pandas df native compatibility
✔️ PR #18 devops - update notebook image include tensorflow (bsandi1220),https://github.com/EQWorks/JupyterHub/pull/18,done,bsandi1220, devops - update notebook image include tensorflow
👀 PR #13 Google analytics 4 connector (supuntennakoon),https://github.com/EQWorks/connector-google-analytics/pull/13,needs review,supuntennakoon, Google analytics 4 connector
👀 PR #11 Supun tests (supuntennakoon),https://github.com/EQWorks/connector-google-analytics/pull/11,needs review,supuntennakoon, Supun tests
✔️ PR #16 show contributors by project and group digest items by NLP labels (woozyking),https://github.com/EQWorks/updates/pull/16,done,woozyking, show contributors by project and group digest items by NLP labels
✔️ PR #36 lib - parseRaw for NLP labeling of arbitrary array of strings (woozyking),https://github.com/EQWorks/release/pull/36,done,woozyking, lib - parseRaw for NLP labeling of arbitrary array of strings
👀 PR #35 Bert embedding (steven-mindswire),https://github.com/EQWorks/release/pull/35,needs review,steven-mindswire, Bert embedding
⚠️ PR #32 nlp/label - 2021-Feb batch (woozyking),https://github.com/EQWorks/release/pull/32,wip,woozyking, nlp/label - 2021-Feb batch
⚠️ PR #2 GitHub workflows setup; refactor files to make them general; create new note using 'New note' instead of 'Prepare' templates (geoerika),https://github.com/EQWorks/hugo-chores/pull/2,wip,geoerika, GitHub workflows setup; refactor files to make them general; create new note using 'New note' instead of 'Prepare' templates
👀 PR #6 Daily pipeline/add commute (bsandi1220),https://github.com/EQWorks/POIClustering/pull/6,needs review,bsandi1220, Daily pipeline/add commute
⚠️ PR #10 ip/eval meta and ip unary clustering (steven-mindswire),https://github.com/EQWorks/DataEvaluation/pull/10,wip,steven-mindswire, ip/eval meta and ip unary clustering
👀 PR #30 update master branch with in-production code (tris-olson),https://github.com/EQWorks/path_builder/pull/30,needs review,tris-olson, update master branch with in-production code
text,link,state,contributors,text_cleaned
👀 #58 /demo command (tlowande),https://github.com/EQWorks/legion/pull/58,needs review,tlowande,/demo command
✔️ #57 Release - show prompt in channel when release command completed (maluhoss),https://github.com/EQWorks/legion/pull/57,done,maluhoss,Release - show prompt in channel when release command completed
👀 #56 Diff/calendar (tlowande),https://github.com/EQWorks/legion/pull/56,needs review,tlowande,Diff/calendar
"✔️ #55 diff - better control, info, and highlights (woozyking)",https://github.com/EQWorks/legion/pull/55,done,woozyking,"diff - better control, info, and highlights"
✔️ #30 tag - fix directory access to json (tlowande),https://github.com/EQWorks/release/pull/30,done,tlowande,tag - fix directory access to json
✔️ #29 tag - improve commit matching logic (tlowande),https://github.com/EQWorks/release/pull/29,done,tlowande,tag - improve commit matching logic
✔️ #6 daily - fix uncertain properties from issues and PRs distinctions (woozyking),https://github.com/EQWorks/updates/pull/6,done,woozyking,daily - fix uncertain properties from issues and s distinctions
✔️ #5 Digest/group by team (woozyking),https://github.com/EQWorks/updates/pull/5,done,woozyking,Digest/group by team
✔️ #4 Daily updates (woozyking),https://github.com/EQWorks/updates/pull/4,done,woozyking,Daily updates
✔️ #14 devops -  update notebook image (bsandi1220),https://github.com/EQWorks/JupyterHub/pull/14,done,bsandi1220,devops - update notebook image
✔️ #13 devops -  update notebook image (bsandi1220),https://github.com/EQWorks/JupyterHub/pull/13,done,bsandi1220,devops - update notebook image
✔️ #41 enrich - add support for direct mapping and presigned s3 (bsandi1220),https://github.com/EQWorks/locussdk/pull/41,done,bsandi1220,enrich - add support for direct mapping and presigned s3
✔️ #40 Use get_dataset when fetching EQ dataset using get_report (maluhoss),https://github.com/EQWorks/locussdk/pull/40,done,maluhoss,Use get_dataset when fetching EQ dataset using get_report
✔️ #39 Feature/popular times v2 (bsandi1220),https://github.com/EQWorks/locussdk/pull/39,done,bsandi1220,Feature/popular times v2
✔️ #24 Fix report method (maluhoss),https://github.com/EQWorks/locussdk/pull/24,done,maluhoss,Fix report method
✔️ #16 Demographic/add direct mapping (bsandi1220),https://github.com/EQWorks/EnrichData/pull/16,done,bsandi1220,Demographic/add direct mapping
👀 #7 User scope (dilanSuraj),https://github.com/EQWorks/connector-google-analytics/pull/7,needs review,dilanSuraj,User scope
✔️ #4 demo - update with aoi and demo (bsandi1220),https://github.com/EQWorks/notebook-files/pull/4,done,bsandi1220,demo - update with aoi and demo
⚠️ #5 02 - control flow (woozyking),https://github.com/EQWorks/python-curriculum/pull/5,wip,woozyking,02 - control flow
"✔️ #4 01 - dissect 2/2, revise problem 03 (woozyking)",https://github.com/EQWorks/python-curriculum/pull/4,done,woozyking,"01 - dissect 2/2, revise problem 03"
✔️ #1 part 00 background (woozyking),https://github.com/EQWorks/python-curriculum/pull/1,done,woozyking,part 00 background
✔️ #4 Writer - Process all inserts in single transaction (kevlabs),https://github.com/EQWorks/ml-fusion-writer/pull/4,done,kevlabs,Writer - Process all inserts in single transaction
✔️ #3 Added Slack logger + Split cache cleanup into scheduled lambda (kevlabs),https://github.com/EQWorks/ml-fusion-writer/pull/3,done,kevlabs,Added Slack logger + Split cache cleanup into scheduled lambda
👀 #28 Shortest path phase2 boxgen (tris-olson),https://github.com/EQWorks/path_builder/pull/28,needs review,tris-olson,Shortest path phase2 boxgen
✔️ #27 Shortest path phase2 boxgen (tris-olson),https://github.com/EQWorks/path_builder/pull/27,done,tris-olson,Shortest path phase2 boxgen
✔️ #26 Shortest path phase2 boxgen (tris-olson),https://github.com/EQWorks/path_builder/pull/26,done,tris-olson,Shortest path phase2 boxgen
✔️ #25 Shortest path phase2 boxgen (tris-olson),https://github.com/EQWorks/path_builder/pull/25,done,tris-olson,Shortest path phase2 boxgen
✔️ #23 Shortest path phase2 iterative starting point (ansel-rangers11),https://github.com/EQWorks/path_builder/pull/23,done,ansel-rangers11,Shortest path phase2 iterative starting point
👀 #2 Airflow/clustering pipeline (bsandi1220),https://github.com/EQWorks/POIClustering/pull/2,needs review,bsandi1220,Airflow/clustering pipeline
text,link,state,contributors,text_cleaned
✔️ PR #46 Columns/target drop (hyx131),https://github.com/EQWorks/ml-ui/pull/46,done,hyx131, Columns/target drop
✔️ PR #44 re-layout (tlowande)Issue #42 update layoutIssue #40 upgrade table and add json2csv to download json cellsIssue #39 add word wrap on cell for EQWorks/lumen-table,https://github.com/EQWorks/ml-ui/pull/44,done,tlowande, re-layout (tlowande)Issue update layoutIssue upgrade table and add json2csv to download json cellsIssue add word wrap on cell for
✔️ PR #33 Tabs (tlowande),https://github.com/EQWorks/ml-ui/pull/33,done,tlowande, Tabs
✔️ PR #5 devops - broaden alpha tag scopes (woozyking),https://github.com/EQWorks/lumen-table/pull/5,done,woozyking, devops - broaden alpha tag scopes
✔️ PR #45 Fix github workflow token for npm publish job (geoerika),https://github.com/EQWorks/react-maps/pull/45,done,geoerika, Fix github workflow token for npm publish job
✔️ PR #44 Devops - add scope to publish and changelog actions in workflows (geoerika),https://github.com/EQWorks/react-maps/pull/44,done,geoerika, Devops - add scope to publish and changelog actions in workflows
✔️ PR #43 Storybook - include mapbox-gl.css; fix preview-head content (geoerika),https://github.com/EQWorks/react-maps/pull/43,done,geoerika, Storybook - include mapbox-gl.css; fix preview-head content
⚠️ PR #5 02 - control flow (woozyking),https://github.com/EQWorks/python-curriculum/pull/5,wip,woozyking, 02 - control flow
⚠️ PR #41 ColumnPOI - adjust POIManage to latest version of POIMap component (geoerika),https://github.com/EQWorks/poi-manage/pull/41,wip,geoerika, ColumnPOI - adjust POIManage to latest version of POIMap component
👀 PR #61 Patch calendar (tlowande),https://github.com/EQWorks/legion/pull/61,needs review,tlowande, Patch calendar
